ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre de la descarga 1,URL de la descarga 1
,simple,GL008,CARAOTA ROSADA KG,1,0,visible,"Es una de las legumbres más importantes y populares en América Latina. Son ricas en antioxidantes, proteínas, fibras, vitaminas B1, B2, B3, B6 y B9 (ácido fólico) y minerales como el calcio, hierro, magnesio, fósforo, potasio, sodio y zinc.","Es una de las legumbres más importantes y populares en América Latina. Son ricas en antioxidantes, proteínas, fibras, vitaminas B1, B2, B3, B6 y B9 (ácido fólico) y minerales como el calcio, hierro, magnesio, fósforo, potasio, sodio y zinc.",,,taxable,,1,,,0,1,,,,,1,,,,Granos y semillas,,,,,,,,,,,,,,,,,,
,simple,GL015,FRIJOL NEGRO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Granos y semillas,,,,,,,,,,,,,,,,,,
,simple,GL016,FRIJOL SOYA KG,1,0,visible,"La soya son leguminosas que crecen en gran parte del mundo y constituyen uno de los principales cultivos alimentarios del mundo. Se convierten en una amplia gama de alimentos, incluidos tofu, miso, leche de soya","La soya son leguminosas que crecen en gran parte del mundo y constituyen uno de los principales cultivos alimentarios del mundo. Se convierten en una amplia gama de alimentos, incluidos tofu, miso, leche de soya",,,taxable,,1,,,0,1,,,,,1,,,,Granos y semillas,,,,,,,,,,,,,,,,,,
,simple,GL019,QUINCHONCHO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Granos y semillas,,,,,,,,,,,,,,,,,,
,simple,MAI002,MAIZ CERTIFICADO AMARILLO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MAI003,MAIZ GALLERO AMARILLO KG,1,0,visible,El Maiz es unos de los cereales mas utilizados en la alimentacion de palomos y perdices. Debido a su gran contenido de hidratos de carbono,El Maiz es unos de los cereales mas utilizados en la alimentacion de palomos y perdices. Debido a su gran contenido de hidratos de carbono,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MAI004,MAIZ GALLERO BLANCO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MAI005,MAIZ PILADO AMARILLO GSG KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MAI006,MAIZ PILADO BLANCO GSG KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MAI007,MAIZ CERTIFICADO BLANCO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Frutos Secos,,,,,,,,,,,,,,,,,,
,simple,MP004,BAKERLAX KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Panadería,,,,,,,,,,,,,,,,,,
,simple,MP018,SULFATO DE MAGNESIO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Materia prima,,,,,,,,,,,,,,,,,,
,simple,PN003,ACEITUNA LIBANESA VERDE KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,PN004,ACEITUNA KALAMATA ENTERA KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,PRH010,GRAGEADO ALMENDRAS GRACHOC KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH031,CACAO EN GRANO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH045,CARNAVAL UNICOLOR KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH059,AZUCAR ESCARCHADA ROSADO KG,1,0,visible,Azúcar de colores para decoraciones en la reposteria.,Azúcar de colores para decoraciones en la reposteria.,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH137,GLICERINA KG,1,0,visible,"La glicerina es un tipo de carbohidrato llamado alcohol de azúcar o poliol. La glicerina contiene un poco más de calorías por gramo que el azúcar y es 60-75% dulce. Usado para el acbello, piel, uñas, para jabones.","La glicerina es un tipo de carbohidrato llamado alcohol de azúcar o poliol. La glicerina contiene un poco más de calorías por gramo que el azúcar y es 60-75% dulce. Usado para el acbello, piel, uñas, para jabones.",,,taxable,,1,,,0,1,,,,,1,,,8.96,Materia prima,,,,,,,,,,,,,,,,,,
,simple,PRH138,GLUCOSA KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Materia prima,,,,,,,,,,,,,,,,,,
,simple,PRH151,GRAGEADO NARANJA GRACHOC KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH153,GRAGEADO PASAS GRACHOC KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH157,HARINA DE TRIGO KG,1,0,visible,"La harina de trigo es uno de los ingredientes más básicos y fundamentales en la cocina. Se puede usar para elaborar tanto masas dulces como saladas. Aunque también se utiliza para hacer pan, rebozar carnes y pescados, etc.","La harina de trigo es uno de los ingredientes más básicos y fundamentales en la cocina. Se puede usar para elaborar tanto masas dulces como saladas. Aunque también se utiliza para hacer pan, rebozar carnes y pescados, etc.",,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,PRH381,AZUCAR KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,,,,,,,
,simple,VEG001,CEBOLLIN KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,VEG002,CILANTRO KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,VEG005,BERENJENA KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,VEG006,AGUACATE KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,VEG007,LIMON KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
,simple,VEG008,NARANJA KG,1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,,,,,,,
